trade_date,portfolio_return,benchmark_return,excess_return,regime,model_used
20240403,0.0005,-0.022163512098615678,0.02266351209861568,Dark,Jack_Dark_Empty
20240412,0.01514481523706555,-0.02917939666651,0.04432421190357555,Range,Jack_Range_Reversion
20240419,0.06942740449059545,0.021244740155023045,0.0481826643355724,Range,Jack_Range_Reversion
20240426,0.0005,0.03197642459310712,-0.03147642459310712,Dark,Jack_Dark_Empty
20240430,0.0005,0.026188978316501695,-0.025688978316501694,Dark,Jack_Dark_Empty
20240510,0.0005,0.003969551065041534,-0.0034695510650415338,Dark,Jack_Dark_Empty
20240517,0.0005,-0.031631218162961994,0.032131218162961994,Dark,Jack_Dark_Empty
20240524,0.0005,-0.006145174952343332,0.006645174952343331,Dark,Jack_Dark_Empty
20240531,0.0005,-0.043321387584139615,0.043821387584139615,Dark,Jack_Dark_Empty
20240607,-0.02794345824050572,-0.005089818939008866,-0.022853639301496854,Range,Jack_Range_Reversion
20240614,0.0005,-0.024000272147772662,0.024500272147772662,Dark,Jack_Dark_Empty
20240621,0.0005,-0.018652466722242717,0.019152466722242717,Bear,Jack_Bear_Empty
20240628,0.0005,-0.007298731498087839,0.00779873149808784,Bear,Jack_Bear_Empty
20240705,0.0005,0.005799405224846813,-0.005299405224846813,Dark,Jack_Dark_Empty
20240712,0.0005,-0.01480810113190279,0.01530810113190279,Dark,Jack_Dark_Empty
20240719,0.0005,-0.009657211040271894,0.010157211040271895,Dark,Jack_Dark_Empty
20240726,0.0005,0.02803196551258411,-0.02753196551258411,Dark,Jack_Dark_Empty
20240802,-0.005684365172502001,-0.011534728806582278,0.005850363634080277,Range,Jack_Range_Reversion
20240809,0.0005,-0.009946969668992648,0.010446969668992648,Dark,Jack_Dark_Empty
20240816,0.0005,-0.03627813309616999,0.03677813309616999,Dark,Jack_Dark_Empty
20240823,0.0005,0.02740339580444452,-0.026903395804444518,Dark,Jack_Dark_Empty
20240830,-0.011590176128528192,-0.01530810829175249,0.003717932163224297,Range,Jack_Range_Reversion
20240906,-0.029845024067587687,-0.018157761486406136,-0.011687262581181551,Range,Jack_Range_Reversion
20240913,0.0005,0.057683207237190746,-0.057183207237190746,Dark,Jack_Dark_Empty
20240920,0.0005,0.13205865332671762,-0.13155865332671762,Dark,Jack_Dark_Empty
20240927,0.012884534252977625,0.019915765156575102,-0.0070312309035974775,Range,Jack_Range_Reversion
20240930,0.0005,-0.03683379324930908,0.03733379324930908,Dark,Jack_Dark_Empty
20241011,0.0005,0.024675129229055185,-0.024175129229055185,Dark,Jack_Dark_Empty
20241018,0.0005,0.05230286516166299,-0.05180286516166299,Dark,Jack_Dark_Empty
20241025,0.0005,0.010268797783839928,-0.009768797783839928,Dark,Jack_Dark_Empty
20241101,0.0005,0.06719404893129961,-0.06669404893129961,Dark,Jack_Dark_Empty
20241108,0.0005,-0.033785061041872705,0.034285061041872705,Dark,Jack_Dark_Empty
20241115,0.0005,-0.006711392760780815,0.007211392760780816,Dark,Jack_Dark_Empty
20241122,0.0005,0.03262726699737092,-0.03212726699737092,Dark,Jack_Dark_Empty
20241129,0.0005,0.03175582296953951,-0.03125582296953951,Dark,Jack_Dark_Empty
20241206,0.0005,0.01322178605258098,-0.01272178605258098,Dark,Jack_Dark_Empty
20241213,0.0005,-0.026403308139056808,0.02690330813905681,Dark,Jack_Dark_Empty
20241220,0.0005,-0.01851029032860757,0.01901029032860757,Dark,Jack_Dark_Empty
20241227,0.0,-0.07515182718352548,0.07515182718352548,Range,Jack_Range_Reversion_Risk_Stop
20250103,0.0005,-0.013423214407563494,0.013923214407563495,Dark,Jack_Dark_Empty
20250110,0.0005,0.04358962987848948,-0.04308962987848948,Dark,Jack_Dark_Empty
20250117,0.0005,0.0033660698864809817,-0.0028660698864809817,Dark,Jack_Dark_Empty
20250124,0.0005,0.04079193808809042,-0.040291938088090416,Dark,Jack_Dark_Empty
20250127,0.0005,0.04315633079923007,-0.04265633079923007,Dark,Jack_Dark_Empty
20250207,0.0005,0.013678725265178283,-0.013178725265178283,Dark,Jack_Dark_Empty
20250214,0.0005,0.011519274380537393,-0.011019274380537392,Dark,Jack_Dark_Empty
20250221,-0.012097967410154307,-0.0107713015448898,-0.001326665865264507,Range,Jack_Range_Reversion
20250228,-0.03299820883495742,0.020999805155294312,-0.053998013990251725,Bull,Jack_Bull_Momentum
20250307,0.0005,0.024403063318822665,-0.023903063318822665,Dark,Jack_Dark_Empty
20250314,-0.015577218751133888,-0.005581163022771967,-0.009996055728361921,Range,Jack_Range_Reversion
20250321,-0.007288595799341511,-0.01783838510883806,0.010549789309496547,Range,Jack_Range_Reversion
20250328,0.0005,-0.08701821885542771,0.08751821885542771,Dark,Jack_Dark_Empty
20250403,0.0005,-0.0512201483823841,0.0517201483823841,Dark,Jack_Dark_Empty
20250411,0.02027366996508935,0.01155837563122047,0.00871529433386888,Range,Jack_Range_Reversion
20250418,0.0005,0.019395200949145982,-0.01889520094914598,Dark,Jack_Dark_Empty
20250425,0.0005,0.02635488329775674,-0.025854883297756738,Dark,Jack_Dark_Empty
20250430,0.0005,0.039604274819883815,-0.039104274819883815,Dark,Jack_Dark_Empty
20250509,0.0005,0.01041362709250261,-0.00991362709250261,Dark,Jack_Dark_Empty
20250516,0.0005,-0.004592198830934343,0.005092198830934343,Dark,Jack_Dark_Empty
20250523,-0.012782837653421971,0.010346190233121838,-0.023129027886543807,Range,Jack_Range_Reversion
20250530,0.0005,0.027490059407590448,-0.026990059407590448,Dark,Jack_Dark_Empty
20250606,0.0005,-0.0045311637882364765,0.005031163788236476,Dark,Jack_Dark_Empty
20250613,-0.003985856725755164,-0.019809281568394788,0.015823424842639624,Range,Jack_Range_Reversion
20250620,0.0005,0.041197955801774135,-0.040697955801774134,Dark,Jack_Dark_Empty
20250627,0.010041070886524908,0.013110472450501382,-0.0030694015639764743,Range,Jack_Range_Reversion
20250704,0.003152026143347156,0.02392921258567904,-0.020777186442331882,Range,Jack_Range_Reversion
20250711,0.0005,0.008624420599724712,-0.008124420599724711,Dark,Jack_Dark_Empty
20250718,0.027587514379189295,0.025393666093608387,0.002193848285580908,Bull,Jack_Bull_Momentum
20250725,-0.015940628504462227,-0.011580713517588642,-0.004359914986873586,Bull,Jack_Bull_Momentum
20250801,-0.0438385606773116,0.026687722286469116,-0.07052628296378072,Bull,Jack_Bull_Momentum
20250808,0.008653437249288968,0.017042985453202913,-0.008389548203913945,Range,Jack_Range_Reversion
20250815,0.05953385504667019,0.028569456002355196,0.030964399044314996,Bull,Jack_Bull_Momentum
20250822,-0.036056796447479986,-0.004305883824609983,-0.031750912622870005,Bull,Jack_Bull_Momentum
20250829,-0.07397836914781333,-0.006791753716371064,-0.06718661543144228,Bull,Jack_Bull_Momentum
20250905,0.08405787149342656,0.019784379472046018,0.06427349202138054,Bull,Jack_Bull_Momentum
20250912,-0.02934183169236699,-0.0060628355496017096,-0.02327899614276528,Range,Jack_Range_Reversion
20250919,-0.011211201662707258,-0.008389940339441574,-0.0028212613232656836,Range,Jack_Range_Reversion
20250926,0.016266317117916866,0.021069205712098846,-0.00480288859418198,Range,Jack_Range_Reversion
20250930,0.0223205847311045,0.017230530201029923,0.005090054530074578,Range,Jack_Range_Reversion
20251010,0.005198549491852525,-0.022648595631386475,0.027847145123239,Range,Jack_Range_Reversion
20251017,0.045278160720672186,0.025407406130146158,0.01987075459052603,Range,Jack_Range_Reversion
20251024,0.0005,0.007347838017520328,-0.006847838017520327,Dark,Jack_Dark_Empty
20251031,-0.006704643778815942,0.016598805307466914,-0.023303449086282856,Range,Jack_Range_Reversion
20251107,0.02302916580318032,0.012959512604518055,0.010069653198662267,Range,Jack_Range_Reversion
20251114,0.0,-0.06353365522579008,0.06353365522579008,Range,Jack_Range_Reversion_Risk_Stop
20251121,-0.023909059961223385,0.030167694582135834,-0.05407675454335922,Bull,Jack_Bull_Momentum
20251128,0.0005,0.003955919400470531,-0.0034559194004705313,Dark,Jack_Dark_Empty
20251205,-0.03211981950705103,-0.01288186185986669,-0.019237957647184337,Range,Jack_Range_Reversion
20251212,-0.01817712956343554,0.008751432618447418,-0.02692856218188296,Range,Jack_Range_Reversion
20251219,0.0005,0.02264400823385404,-0.02214400823385404,Bear,Jack_Bear_Empty
20251226,0.028912336618769897,0.02754705078054054,0.0013652858382293583,Range,Jack_Range_Reversion
20251231,0.03201890669449838,0.05804131040417031,-0.026022403709671925,Range,Jack_Range_Reversion
20260109,0.011310262401675378,0.012389808931731916,-0.0010795465300565375,Range,Jack_Range_Reversion
20260116,-0.014851366584683966,0.03641717242345924,-0.0512685390081432,Bull,Jack_Bull_Momentum
20260123,-0.028477032405093968,-0.027572611262583577,-0.0009044211425103914,Bull,Jack_Bull_Momentum
20260130,-0.03656624468973672,-0.004204353118425532,-0.03236189157131118,Bull,Jack_Bull_Momentum
20260206,0.023245502850287484,0.008766776731293412,0.014478726118994072,Bull,Jack_Bull_Momentum
20260213,-0.004461808882182847,0.017376918529880995,-0.021838727412063844,Range,Jack_Range_Reversion
20260227,0.0005,-0.027603780742770548,0.02810378074277055,Dark,Jack_Dark_Empty
20260306,-0.014995467804325077,-0.007531084715154048,-0.007464383089171029,Range,Jack_Range_Reversion
20260313,0.0,-0.05413339989575704,0.05413339989575704,Range,Jack_Range_Reversion_Risk_Stop
20260320,0.0005,-0.0015499311415287092,0.0020499311415287094,Dark,Jack_Dark_Empty
20260327,0.0005,-0.03035848136874349,0.03085848136874349,Dark,Jack_Dark_Empty
20260403,0.0005,0.05294945591227078,-0.05244945591227078,Dark,Jack_Dark_Empty
20260410,0.0005,0.02633936976862735,-0.02583936976862735,Dark,Jack_Dark_Empty
20260417,0.0005,-0.0058584325784874795,0.006358432578487479,Dark,Jack_Dark_Empty
20260424,0.0005,0.02967055674082244,-0.02917055674082244,Dark,Jack_Dark_Empty
20260430,-0.028710642631193613,0.039276962150224005,-0.06798760478141762,Range,Jack_Range_Reversion
20260508,-0.026720833252892057,-0.013321386815899006,-0.013399446436993052,Range,Jack_Range_Reversion
20260515,-0.046130910857746565,-0.008844727574183935,-0.03728618328356263,Bull,Jack_Bull_Momentum
20260522,0.0005,-0.04716200569478523,0.04766200569478523,Dark,Jack_Dark_Empty
20260529,-0.012135016570608611,-0.00728184829246675,-0.004853168278141861,Range,Jack_Range_Reversion
20260605,0.0005,-0.02602236473629023,0.02652236473629023,Dark,Jack_Dark_Empty
20260612,0.0005,0.02941096802888972,-0.02891096802888972,Bear,Jack_Bear_Empty
20260618,0.0005,-0.04296464225832374,0.04346464225832374,Dark,Jack_Dark_Empty
20260626,0.0005,0.03647424020690672,-0.03597424020690672,Bear,Jack_Bear_Empty
20260702,0.0005,-0.03653711144233727,0.03703711144233727,Dark,Jack_Dark_Empty
